StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q5,Q6,Q7
Start Date,End Date,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Distribution Channel,User Language,Q_RecaptchaScore,What is your job role?,Has the pandemic affected your car sales?,Do you use TikTok Automobile Live Streaming Platform?,How well do you know TikTok Automobile Live Streaming?,What is your attitude towards TikTok Automobile Live Streaming?,How has your customer volume changed through TikTok automobile live streaming?,How has your car sales volume changed through TikTok automobile live streaming?
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}",{"ImportId":"progress"},{"ImportId":"duration"},{"ImportId":"finished"},"{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}",{"ImportId":"_recordId"},{"ImportId":"recipientLastName"},{"ImportId":"recipientFirstName"},{"ImportId":"recipientEmail"},{"ImportId":"externalDataReference"},{"ImportId":"distributionChannel"},{"ImportId":"userLanguage"},{"ImportId":"Q_RecaptchaScore"},{"ImportId":"QID1"},{"ImportId":"QID2"},{"ImportId":"QID3"},{"ImportId":"QID5"},{"ImportId":"QID6"},{"ImportId":"QID7"},{"ImportId":"QID8"}
5/1/2022 16:02,5/1/2022 16:03,100,22,TRUE,5/1/2022 16:03,R_21nghy7lyNmKS0o,,,,,anonymous,EN,1,Car Sales,"Yes, there is a great impact","Don't use TikTok to sell cars, sell cars completely in physical stores","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/1/2022 17:13,5/1/2022 17:13,100,14,TRUE,5/1/2022 17:13,R_1mQq0ht5dYqOiJw,,,,,anonymous,EN,1,Automobile Dealers,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/1/2022 17:21,5/1/2022 17:21,100,35,TRUE,5/1/2022 17:21,R_1FtVU3tXbbtaWsj,,,,,anonymous,EN,0.899999976,Automobile Dealers,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/1/2022 19:31,5/1/2022 19:31,100,22,TRUE,5/1/2022 19:31,R_szHmtRN5L2DC5Wx,,,,,anonymous,EN,1,Automobile Company Employees,"Yes, there is a great impact","Yes, occasionally use TikTok for live streaming","I generally know it, but I just open automobile live streaming randomly","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/1/2022 22:34,5/1/2022 22:34,100,15,TRUE,5/1/2022 22:34,R_1ds1EsX6EfjvmPW,,,,,anonymous,EN,0.899999976,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/1/2022 22:34,5/1/2022 22:34,100,13,TRUE,5/1/2022 22:34,R_2eWqa0tV2N5RMAP,,,,,anonymous,EN,1,Automobile Dealers,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 7:45,5/2/2022 7:45,100,18,TRUE,5/2/2022 7:45,R_eKdEogz5CE2nyzn,,,,,anonymous,EN,0.899999976,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 8:38,5/2/2022 8:39,100,68,TRUE,5/2/2022 8:39,R_24N4suo1fz8QsRk,,,,,anonymous,EN,,Automobile Dealers,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I generally know it, but I just open automobile live streaming randomly","Generally accept it, with the attitude of trying",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased in general"
5/2/2022 9:38,5/2/2022 9:38,100,13,TRUE,5/2/2022 9:38,R_VR35K0AnW4mODHH,,,,,anonymous,EN,0.899999976,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 14:42,5/2/2022 14:54,100,682,TRUE,5/2/2022 14:54,R_3OdY1mDJM2A7Iv3,,,,,anonymous,EN,1,Automobile Store Owner,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 15:15,5/2/2022 15:15,100,16,TRUE,5/2/2022 15:15,R_3kGIJUDwoikVsTw,,,,,anonymous,EN,1,Automobile Company Employees,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 18:07,5/2/2022 18:08,100,33,TRUE,5/2/2022 18:08,R_1mt3cjpif2xbe1G,,,,,anonymous,EN,1,Automobile Dealers,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 18:08,5/2/2022 18:09,100,56,TRUE,5/2/2022 18:09,R_2U6eYH3gsg3LBtQ,,,,,anonymous,EN,1,Automobile Company Employees,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 19:06,5/2/2022 19:08,100,93,TRUE,5/2/2022 19:08,R_1lt3k3zkw8V7lbM,,,,,anonymous,EN,,Automobile Dealers,"Yes, there is a great impact","Don't use TikTok to sell cars, sell cars completely in physical stores","Don't know at all, but have an idea to try","Very accept it, TikTok live car selling is very effective",No users added,"Through TikTok automobile livestreaming, car sales volume have no increase"
5/2/2022 19:51,5/2/2022 19:52,100,56,TRUE,5/2/2022 19:52,R_1myJKzX0KGOc9QR,,,,,anonymous,EN,,Other,"Yes, there is a great impact","Don't use TikTok to sell cars, sell cars completely in physical stores","I generally know it, but I just open automobile live streaming randomly","Generally accept it, with the attitude of trying",Only a few users added (under 10),"Through TikTok automobile livestreaming, car sales volume have no increase"
5/2/2022 20:11,5/2/2022 20:12,100,48,TRUE,5/2/2022 20:12,R_C4uZebCTaxCskwh,,,,,anonymous,EN,,Car Sales,"Yes, there is a general impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased in general"
5/2/2022 20:32,5/2/2022 20:34,100,113,TRUE,5/2/2022 20:34,R_2QmMABCcNgpEqg0,,,,,anonymous,EN,,Car Sales,"Yes, there is a great impact","Only opened TikTok accounts, and posted some car videos","I generally know it, but I just open automobile live streaming randomly","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased in general"
5/2/2022 20:49,5/2/2022 20:50,100,67,TRUE,5/2/2022 20:50,R_ag8txizsOtNAExj,,,,,anonymous,EN,,Automobile Store Owner,"Yes, there is a great impact","Only opened TikTok accounts, and posted some car videos","Don't know at all, but have an idea to try","Don? really accept it, automobile short videos are more useful",No users added,"Through TikTok automobile livestreaming, car sales volume have no increase"
5/2/2022 22:00,5/2/2022 22:02,100,90,TRUE,5/2/2022 22:02,R_3fxSnTiWgkl1zsf,,,,,anonymous,EN,,Car Sales,"Yes, there is a great impact","Only opened TikTok accounts, and posted some car videos","Don't know at all, but have an idea to try","Very accept it, TikTok live car selling is very effective",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased in general"
5/2/2022 22:45,5/2/2022 22:45,100,11,TRUE,5/2/2022 22:45,R_6Lo6ZBfPW8yYosp,,,,,anonymous,EN,1,Automobile Dealers,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 22:45,5/2/2022 22:46,100,16,TRUE,5/2/2022 22:46,R_3RwpOcSovQclZxH,,,,,anonymous,EN,1,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I generally know it, but I just open automobile live streaming randomly","Generally accept it, with the attitude of trying",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 22:46,5/2/2022 22:46,100,32,TRUE,5/2/2022 22:46,R_2382KpuUknxBOPy,,,,,anonymous,EN,1,Automobile Store Owner,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 22:46,5/2/2022 22:47,100,8,TRUE,5/2/2022 22:47,R_1ImG9orIjbIC3Oj,,,,,anonymous,EN,1,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 22:47,5/2/2022 22:47,100,16,TRUE,5/2/2022 22:47,R_1mL75YfwJRmuey2,,,,,anonymous,EN,1,Automobile Dealers,"Yes, there is a general impact","Yes, occasionally use TikTok for live streaming","I generally know it, but I just open automobile live streaming randomly","Very accept it, TikTok live car selling is very effective",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased in general"
5/2/2022 23:08,5/2/2022 23:09,100,61,TRUE,5/2/2022 23:09,R_2wmjWxl4icV3HFO,,,,,anonymous,EN,,Other,Almost no effect,"Don't use TikTok to sell cars, sell cars completely in physical stores",I don't understand at all and have no idea of trying,"Don? really accept it, automobile short videos are more useful",No users added,"Through TikTok automobile livestreaming, car sales volume have no increase"
5/2/2022 23:12,5/2/2022 23:13,100,53,TRUE,5/2/2022 23:13,R_3jVCTW1M89IrRcY,,,,,anonymous,EN,1,Automobile Dealers,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I generally know it, but I just open automobile live streaming randomly","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 23:22,5/2/2022 23:23,100,42,TRUE,5/2/2022 23:23,R_SCAGR2JUvtndW1P,,,,,anonymous,EN,,Automobile Store Owner,"Yes, there is a great impact","Only opened TikTok accounts, and posted some car videos","I generally know it, but I just open automobile live streaming randomly","Very accept it, TikTok live car selling is very effective",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased in general"
5/2/2022 23:28,5/2/2022 23:29,100,25,TRUE,5/2/2022 23:29,R_3FRs567vT9OVmxH,,,,,anonymous,EN,1,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 23:32,5/2/2022 23:32,100,28,TRUE,5/2/2022 23:32,R_1ezMv6ZnjdiUyKA,,,,,anonymous,EN,,,,,,,,
5/2/2022 23:35,5/2/2022 23:35,100,10,TRUE,5/2/2022 23:35,R_3lEA0SVi90ffuYN,,,,,anonymous,EN,1,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 23:35,5/2/2022 23:36,100,14,TRUE,5/2/2022 23:36,R_ai1ax1mtNnsxCdH,,,,,anonymous,EN,1,Automobile Dealers,"Yes, there is a general impact","Yes, occasionally use TikTok for live streaming","I generally know it, but I just open automobile live streaming randomly","Very accept it, TikTok live car selling is very effective",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased in general"
5/2/2022 23:36,5/2/2022 23:36,100,8,TRUE,5/2/2022 23:36,R_3Kr2oM84APgg7Fq,,,,,anonymous,EN,1,Automobile Dealers,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 23:36,5/2/2022 23:36,100,8,TRUE,5/2/2022 23:36,R_3m8mRhgWolif2S7,,,,,anonymous,EN,1,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 23:36,5/2/2022 23:36,100,19,TRUE,5/2/2022 23:36,R_1Q4WbQVJp3uuY8A,,,,,anonymous,EN,1,Automobile Dealers,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 23:41,5/2/2022 23:41,100,14,TRUE,5/2/2022 23:41,R_10q1JGA1li5Gkao,,,,,anonymous,EN,1,Car Sales,"Yes, there is a general impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 23:41,5/2/2022 23:41,100,11,TRUE,5/2/2022 23:41,R_YYzqLku6VgsfhvP,,,,,anonymous,EN,1,Automobile Dealers,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 23:41,5/2/2022 23:41,100,13,TRUE,5/2/2022 23:41,R_21ajXY2V24umpv8,,,,,anonymous,EN,1,Automobile Store Owner,"Yes, there is a general impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 23:41,5/2/2022 23:42,100,20,TRUE,5/2/2022 23:42,R_2PjQ6Ds9kBGOtsf,,,,,anonymous,EN,1,Car Sales,"Yes, there is a great impact","Only opened TikTok accounts, and posted some car videos","I know it very well, and have unique experience in using TikTok automobile live streaming","Generally accept it, with the attitude of trying",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased in general"
5/2/2022 23:42,5/2/2022 23:42,100,10,TRUE,5/2/2022 23:42,R_1jGRGSLP383YpxE,,,,,anonymous,EN,1,Automobile Dealers,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 23:42,5/2/2022 23:42,100,9,TRUE,5/2/2022 23:42,R_UDPzREKMFKTMW4N,,,,,anonymous,EN,1,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/2/2022 23:42,5/2/2022 23:42,100,14,TRUE,5/2/2022 23:42,R_2rPaDA841vOcou4,,,,,anonymous,EN,1,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 0:21,5/3/2022 0:21,100,9,TRUE,5/3/2022 0:21,R_2ZQz9uqeOlJ3gQu,,,,,anonymous,EN,1,Automobile Dealers,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 0:21,5/3/2022 0:21,100,16,TRUE,5/3/2022 0:21,R_ulfKKw7IENuCvLj,,,,,anonymous,EN,1,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 2:37,5/3/2022 2:40,100,230,TRUE,5/3/2022 2:40,R_1IF4aaifjfLywS4,,,,,anonymous,EN,,Car Sales,"Yes, there is a great impact","Only opened TikTok accounts, and posted some car videos","Don't know at all, but have an idea to try","Very accept it, TikTok live car selling is very effective",Only a few users added (under 10),"Through TikTok automobile livestreaming, car sales volume have no increase"
5/3/2022 6:49,5/3/2022 6:49,100,12,TRUE,5/3/2022 6:49,R_3QPqxlyz50Tf5Fe,,,,,anonymous,EN,0.899999976,Automobile Dealers,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 6:49,5/3/2022 6:49,100,20,TRUE,5/3/2022 6:49,R_12PAk5ZnOqzJ1fK,,,,,anonymous,EN,0.899999976,Car Sales,"Yes, there is a general impact","Yes, often use TikTok live streaming car sales","I generally know it, but I just open automobile live streaming randomly","Generally accept it, with the attitude of trying",A little increase in users (10-50),"Through TikTok automobile livestreaming, car sales volume have increased in general"
5/3/2022 6:50,5/3/2022 6:50,100,15,TRUE,5/3/2022 6:50,R_pQSDuhyNKytNsFr,,,,,anonymous,EN,0.899999976,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 6:50,5/3/2022 6:50,100,21,TRUE,5/3/2022 6:50,R_3nBf7Oa1ZeJl7kn,,,,,anonymous,EN,0.899999976,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
5/3/2022 6:50,5/3/2022 6:50,100,13,TRUE,5/3/2022 6:50,R_1HoeHWnzGRIHRVA,,,,,anonymous,EN,0.899999976,Car Sales,"Yes, there is a great impact","Yes, often use TikTok live streaming car sales","I know it very well, and have unique experience in using TikTok automobile live streaming","Very accept it, TikTok live car selling is very effective",Large increase in customers (50+),"Through TikTok automobile livestreaming, car sales volume have increased significantly"
